unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,Index
1597363200,8/14/2020,XRP/USD,0.2949,0.3077,0.2899,0.3004,38979187.79,130409771.2,26
1597276800,8/13/2020,XRP/USD,0.2823,0.2961,0.2719,0.2949,36555848.01,128987779.9,27
1597190400,8/12/2020,XRP/USD,0.2831,0.2874,0.2716,0.2823,26237099.82,93135375.96,28
1597104000,8/11/2020,XRP/USD,0.2949,0.308,0.2672,0.2831,37168532.77,127821903.1,29
1597017600,8/10/2020,XRP/USD,0.28800000000000003,0.3006,0.2848,0.2949,24133026.68,81959599.41,30
1596931200,8/9/2020,XRP/USD,0.2954,0.299,0.2825,0.28800000000000003,23160902.33,79943732.8,31
1596844800,8/8/2020,XRP/USD,0.2949,0.2991,0.2902,0.2954,18913636.88,64297951.25,32
1596758400,8/7/2020,XRP/USD,0.3034,0.3103,0.278,0.2949,31467689.53,106305101.3,33
1596672000,8/6/2020,XRP/USD,0.3028,0.3115,0.2976,0.3034,22242063.68,73100502.59,34
1596585600,8/5/2020,XRP/USD,0.3017,0.3084,0.2902,0.3028,27766417.17,92297579.05,35
1596499200,8/4/2020,XRP/USD,0.3104,0.3194,0.2911,0.3017,38133077.09,125037414.7,36
1596412800,8/3/2020,XRP/USD,0.2881,0.32,0.2839,0.3104,55894606.3,181393360.3,37
1596326400,8/2/2020,XRP/USD,0.2913,0.32799999999999996,0.2439,0.2881,83784092.92,285714698.0,38
1596240000,8/1/2020,XRP/USD,0.26,0.2985,0.2561,0.2913,57260757.73,205082893.0,39
1596153600,7/31/2020,XRP/USD,0.2444,0.2613,0.2421,0.26,20812478.56,82845775.7,40
1596067200,7/30/2020,XRP/USD,0.2437,0.25,0.2343,0.2444,18297293.31,75256701.18,41
1595980800,7/29/2020,XRP/USD,0.2309,0.251,0.2296,0.2437,30576620.39,126728023.8,42
1595894400,7/28/2020,XRP/USD,0.2248,0.235,0.217,0.2309,22950834.8,101289174.4,43
1595808000,7/27/2020,XRP/USD,0.2155,0.2299,0.2091,0.2248,24814796.46,112249089.8,44
1595721600,7/26/2020,XRP/USD,0.215,0.2253,0.213,0.2155,15591327.02,71346118.93,45
1595635200,7/25/2020,XRP/USD,0.2043,0.218,0.2039,0.215,13652178.53,64422117.13,46
1595548800,7/24/2020,XRP/USD,0.2088,0.2089,0.2021,0.2043,7511852.18,36576967.07,47
1595462400,7/23/2020,XRP/USD,0.204,0.2106,0.2019,0.2088,14428904.93,69917447.46,48
1595376000,7/22/2020,XRP/USD,0.1997,0.205,0.1961,0.204,7902087.77,39418886.9,49
1595289600,7/21/2020,XRP/USD,0.1948,0.201,0.19399999999999998,0.1997,8130071.28,40988211.15,50
1595203200,7/20/2020,XRP/USD,0.1998,0.2003,0.1918,0.1948,7021629.12,35682274.59,51
1595116800,7/19/2020,XRP/USD,0.2,0.20199999999999999,0.1959,0.1998,5717954.37,28812204.61,52
1595030400,7/18/2020,XRP/USD,0.1946,0.2025,0.1938,0.2,8852353.91,44649745.83,53
1594944000,7/17/2020,XRP/USD,0.1943,0.1981,0.1911,0.1946,7063259.09,36357002.55,54
1594857600,7/16/2020,XRP/USD,0.1971,0.1974,0.1882,0.1943,9214352.05,47774375.41,55
1594771200,7/15/2020,XRP/USD,0.1991,0.1998,0.1963,0.1971,6843440.96,34575851.33,56
1594684800,7/14/2020,XRP/USD,0.1986,0.1998,0.195,0.1991,7012078.54,35374929.5,57
1594598400,7/13/2020,XRP/USD,0.2012,0.2066,0.1923,0.1986,12215245.76,60881958.81,58
1594512000,7/12/2020,XRP/USD,0.2012,0.204,0.1978,0.2012,7116482.25,35504607.07,59
1594425600,7/11/2020,XRP/USD,0.19899999999999998,0.2055,0.1979,0.2012,7594535.88,37753069.69,60
1594339200,7/10/2020,XRP/USD,0.2026,0.2027,0.1924,0.19899999999999998,8671278.91,43877987.72,61
1594252800,7/9/2020,XRP/USD,0.2058,0.2117,0.1966,0.2026,20211303.69,99591056.14,62
1594166400,7/8/2020,XRP/USD,0.1852,0.2069,0.1837,0.2058,21078756.4,106083876.1,63
1594080000,7/7/2020,XRP/USD,0.1889,0.1897,0.1831,0.1852,6123127.36,32946031.63,64
1593993600,7/6/2020,XRP/USD,0.1772,0.1893,0.1765,0.1889,9472184.41,51333490.4,65
1593907200,7/5/2020,XRP/USD,0.1781,0.179,0.1739,0.1772,4406702.35,24983246.21,66
1593820800,7/4/2020,XRP/USD,0.1763,0.1798,0.17600000000000002,0.1781,4771550.56,26820162.38,67
1593734400,7/3/2020,XRP/USD,0.1749,0.1787,0.1744,0.1763,5463253.9,30945929.63,68
1593648000,7/2/2020,XRP/USD,0.1765,0.1775,0.1721,0.1749,6418585.29,36612565.92,69
1593561600,7/1/2020,XRP/USD,0.1754,0.1779,0.1731,0.1765,2077061.15,11793142.04,70
1593475200,6/30/2020,XRP/USD,0.1771,0.1779,0.1747,0.1754,4669515.08,26498631.35,71
1593388800,6/29/2020,XRP/USD,0.1767,0.1794,0.1749,0.1771,5105021.71,28829357.15,72
1593302400,6/28/2020,XRP/USD,0.1751,0.18,0.1731,0.1767,5563949.95,31502416.21,73
1593216000,6/27/2020,XRP/USD,0.1825,0.1833,0.16899999999999998,0.1751,7569774.23,42790879.12,74
1593129600,6/26/2020,XRP/USD,0.1814,0.1868,0.1781,0.1825,6978976.1,38264680.71,75
1593043200,6/25/2020,XRP/USD,0.1833,0.184,0.1782,0.1814,6633268.48,36489936.31,76
1592956800,6/24/2020,XRP/USD,0.1889,0.1901,0.1813,0.1833,7577938.16,40989969.02,77
1592870400,6/23/2020,XRP/USD,0.1893,0.1906,0.1882,0.1889,5251356.66,27779668.0,78
1592784000,6/22/2020,XRP/USD,0.1858,0.1908,0.1852,0.1893,6048575.19,32100198.0,79
1592697600,6/21/2020,XRP/USD,0.188,0.1885,0.1855,0.1858,3346307.97,17870636.0,80
1592611200,6/20/2020,XRP/USD,0.1871,0.18899999999999997,0.1845,0.188,4108112.52,21929001.0,81
1592524800,6/19/2020,XRP/USD,0.1897,0.1901,0.1863,0.1871,6965622.78,37003053.0,82
1592438400,6/18/2020,XRP/USD,0.1932,0.1932,0.188,0.1897,7255961.25,38102586.0,83
1592352000,6/17/2020,XRP/USD,0.1924,0.19899999999999998,0.1883,0.1932,9052983.92,46940235.0,84
1592265600,6/16/2020,XRP/USD,0.1924,0.1942,0.19,0.1924,6312364.79,32891410.0,85
1592179200,6/15/2020,XRP/USD,0.1901,0.1937,0.1817,0.1924,8929522.25,47616283.0,86
1592092800,6/14/2020,XRP/USD,0.1924,0.1926,0.1887,0.1901,4392830.0,23012457.0,87
1592006400,6/13/2020,XRP/USD,0.193,0.19399999999999998,0.1908,0.1924,4331600.52,22500777.0,88
1591920000,6/12/2020,XRP/USD,0.1879,0.1951,0.1866,0.193,8032545.5,41752300.0,89
1591833600,6/11/2020,XRP/USD,0.203,0.2037,0.1837,0.1879,12412485.85,63918558.0,90
1591747200,6/10/2020,XRP/USD,0.2015,0.204,0.1999,0.203,8507586.11,42134501.0,91
1591660800,6/9/2020,XRP/USD,0.2041,0.2054,0.1998,0.2015,8481294.6,41965204.0,92
1591574400,6/8/2020,XRP/USD,0.2035,0.2045,0.2013,0.2041,5532061.43,27312993.0,93
1591488000,6/7/2020,XRP/USD,0.2039,0.205,0.1985,0.2035,5790883.85,28664506.0,94
1591401600,6/6/2020,XRP/USD,0.2027,0.205,0.2011,0.2039,3879976.62,19087834.0,95
1591315200,6/5/2020,XRP/USD,0.2043,0.2058,0.2012,0.2027,5911665.88,29042290.0,96
1591228800,6/4/2020,XRP/USD,0.2042,0.2072,0.2,0.2043,6449530.54,31544128.0,97
1591142400,6/3/2020,XRP/USD,0.203,0.2047,0.2007,0.2042,4103115.26,20195964.0,98
1591056000,6/2/2020,XRP/USD,0.2111,0.2146,0.1971,0.203,10385054.37,50261186.0,99
1590969600,6/1/2020,XRP/USD,0.2024,0.213,0.2011,0.2111,7815404.26,37882585.0,100
1590883200,5/31/2020,XRP/USD,0.2071,0.2137,0.2003,0.2024,8080880.87,39099762.0,101
1590796800,5/30/2020,XRP/USD,0.1973,0.2082,0.1961,0.2071,4683443.02,22974859.0,102
1590710400,5/29/2020,XRP/USD,0.2005,0.203,0.1963,0.1973,5883717.33,29598948.0,103
1590624000,5/28/2020,XRP/USD,0.198,0.2011,0.1949,0.2005,6402822.18,32346107.0,104
1590537600,5/27/2020,XRP/USD,0.1938,0.2005,0.1937,0.198,7176091.34,36377269.0,105
1590451200,5/26/2020,XRP/USD,0.1962,0.1971,0.1914,0.1938,6194079.0,31899686.0,106
1590364800,5/25/2020,XRP/USD,0.1924,0.1973,0.1897,0.1962,6947261.73,35781847.0,107
1590278400,5/24/2020,XRP/USD,0.19899999999999998,0.2015,0.1921,0.1924,6264605.36,31678176.0,108
1590192000,5/23/2020,XRP/USD,0.2003,0.2024,0.198,0.19899999999999998,5929098.59,29625878.0,109
1590105600,5/22/2020,XRP/USD,0.1942,0.2025,0.1918,0.2003,9608068.12,48295549.0,110
1590019200,5/21/2020,XRP/USD,0.2017,0.2031,0.1889,0.1942,9743471.37,49795075.0,111
1589932800,5/20/2020,XRP/USD,0.205,0.2061,0.1965,0.2017,8248768.78,40645790.0,112
1589846400,5/19/2020,XRP/USD,0.2054,0.2066,0.2007,0.205,7019916.38,34456549.0,113
1589760000,5/18/2020,XRP/USD,0.2014,0.2087,0.2011,0.2054,8166935.22,39871518.0,114
1589673600,5/17/2020,XRP/USD,0.1998,0.205,0.1989,0.2014,5324536.72,26330968.0,115
1589587200,5/16/2020,XRP/USD,0.1981,0.2023,0.1966,0.1998,5712238.02,28612896.0,116
1589500800,5/15/2020,XRP/USD,0.204,0.2048,0.1948,0.1981,8826456.69,44097195.0,117
1589414400,5/14/2020,XRP/USD,0.2023,0.2065,0.1984,0.204,8588095.24,42310427.0,118
1589328000,5/13/2020,XRP/USD,0.1974,0.2044,0.1959,0.2023,7844471.35,39104446.0,119
1589241600,5/12/2020,XRP/USD,0.1928,0.2001,0.1914,0.1974,8201028.49,41724770.0,120
1589155200,5/11/2020,XRP/USD,0.1973,0.2005,0.1842,0.1928,14009739.61,72387172.0,121
1589068800,5/10/2020,XRP/USD,0.2166,0.2166,0.1802,0.1973,21122769.03,107613010.0,122
1588982400,5/9/2020,XRP/USD,0.2189,0.2252,0.2157,0.2166,12529199.99,56872522.0,123
1588896000,5/8/2020,XRP/USD,0.2189,0.2225,0.2145,0.2189,15238265.31,69558563.0,124
1588809600,5/7/2020,XRP/USD,0.2121,0.2222,0.2086,0.2189,14209666.21,65622358.0,125
1588723200,5/6/2020,XRP/USD,0.2172,0.2228,0.2105,0.2121,9719402.39,44496830.0,126
1588636800,5/5/2020,XRP/USD,0.2184,0.2225,0.2134,0.2172,8357002.37,38413635.0,127
1588550400,5/4/2020,XRP/USD,0.2195,0.221,0.2074,0.2184,10859323.37,50522678.0,128
1588464000,5/3/2020,XRP/USD,0.2241,0.2269,0.2155,0.2195,8619580.63,38890624.0,129
1588377600,5/2/2020,XRP/USD,0.218,0.226,0.2155,0.2241,10279082.04,46375845.0,130
1588291200,5/1/2020,XRP/USD,0.2115,0.2244,0.2113,0.218,13265253.07,61004693.0,131
1588204800,4/30/2020,XRP/USD,0.2269,0.2361,0.2081,0.2115,24776250.52,111871841.0,132
1588118400,4/29/2020,XRP/USD,0.2146,0.2318,0.2141,0.2269,26456092.05,119074729.0,133
1588032000,4/28/2020,XRP/USD,0.198,0.2188,0.1949,0.2146,18568824.1,89208442.0,134
1587945600,4/27/2020,XRP/USD,0.1966,0.2,0.1945,0.198,8350664.18,42413621.0,135
1587859200,4/26/2020,XRP/USD,0.1945,0.198,0.1922,0.1966,6430799.16,32905336.0,136
1587772800,4/25/2020,XRP/USD,0.1936,0.1984,0.1918,0.1945,6324737.29,32466960.0,137
1587686400,4/24/2020,XRP/USD,0.1928,0.1971,0.1922,0.1936,8359403.02,43029745.0,138
1587600000,4/23/2020,XRP/USD,0.1884,0.2,0.1858,0.1928,12767415.03,65934527.0,139
1587513600,4/22/2020,XRP/USD,0.1838,0.19,0.1823,0.1884,6002252.23,32123786.0,140
1587427200,4/21/2020,XRP/USD,0.1819,0.1868,0.1814,0.1838,7535903.64,40946473.0,141
1587340800,4/20/2020,XRP/USD,0.1894,0.195,0.1783,0.1819,11898761.26,63602877.0,142
1587254400,4/19/2020,XRP/USD,0.1956,0.1966,0.1881,0.1894,6049589.0,31454222.0,143
1587168000,4/18/2020,XRP/USD,0.1888,0.1975,0.1885,0.1956,7897699.37,40942978.0,144
1587081600,4/17/2020,XRP/USD,0.1908,0.192,0.1864,0.1888,7353300.79,38839517.0,145
1586995200,4/16/2020,XRP/USD,0.1807,0.1937,0.1738,0.1908,14465046.88,77710450.0,146
1586908800,4/15/2020,XRP/USD,0.1865,0.1902,0.1801,0.1807,9335676.97,50514280.0,147
1586822400,4/14/2020,XRP/USD,0.1883,0.1896,0.1838,0.1865,6203225.69,33141806.0,148
1586736000,4/13/2020,XRP/USD,0.1896,0.19,0.1802,0.1883,8561878.82,46173705.0,149
1586649600,4/12/2020,XRP/USD,0.18899999999999997,0.1965,0.1864,0.1896,7853005.02,40769169.0,150
1586563200,4/11/2020,XRP/USD,0.1879,0.1926,0.1852,0.18899999999999997,6316046.9,33454364.0,151
1586476800,4/10/2020,XRP/USD,0.1984,0.19899999999999998,0.1816,0.1879,13184696.76,69572253.0,152
1586390400,4/9/2020,XRP/USD,0.2023,0.2026,0.1926,0.1984,10074382.99,50642559.0,153
1586304000,4/8/2020,XRP/USD,0.193,0.2032,0.1915,0.2023,11135114.18,55913455.0,154
1586217600,4/7/2020,XRP/USD,0.1984,0.20600000000000002,0.1896,0.193,18564779.88,93359327.0,155
1586131200,4/6/2020,XRP/USD,0.1796,0.1987,0.1795,0.1984,15372734.4,80764813.0,156
1586044800,4/5/2020,XRP/USD,0.1815,0.1826,0.1764,0.1796,4740712.22,26362074.0,157
1585958400,4/4/2020,XRP/USD,0.1797,0.1843,0.1777,0.1815,7854207.4,43591444.0,158
1585872000,4/3/2020,XRP/USD,0.1787,0.1832,0.17600000000000002,0.1797,7059338.2,39342911.0,159
1585785600,4/2/2020,XRP/USD,0.1756,0.1873,0.1746,0.1787,10492589.6,58604028.0,160
1585699200,4/1/2020,XRP/USD,0.1739,0.177,0.1679,0.1756,8939906.56,51872380.0,161
1585612800,3/31/2020,XRP/USD,0.1714,0.1785,0.1706,0.1739,8470144.56,48377759.0,162
1585526400,3/30/2020,XRP/USD,0.1627,0.1759,0.1625,0.1714,9977441.97,58248459.0,163
1585440000,3/29/2020,XRP/USD,0.1758,0.177,0.1614,0.1627,10561616.18,62357133.0,164
1585353600,3/28/2020,XRP/USD,0.1729,0.1806,0.1651,0.1758,15971669.18,92730036.0,165
1585267200,3/27/2020,XRP/USD,0.1767,0.1879,0.1699,0.1729,19529976.07,109973931.0,166
1585180800,3/26/2020,XRP/USD,0.1621,0.179,0.16,0.1767,13305800.25,79402458.0,167
1585094400,3/25/2020,XRP/USD,0.1628,0.1659,0.1573,0.1621,9987613.07,62005966.0,168
1585008000,3/24/2020,XRP/USD,0.1592,0.1644,0.1577,0.1628,12385118.78,76776576.0,169
1584921600,3/23/2020,XRP/USD,0.1479,0.1625,0.1449,0.1592,9951870.16,64480505.0,170
1584835200,3/22/2020,XRP/USD,0.1581,0.1618,0.1463,0.1479,8226395.47,53442638.0,171
1584748800,3/21/2020,XRP/USD,0.157,0.1622,0.1516,0.1581,8018848.75,51106300.0,172
1584662400,3/20/2020,XRP/USD,0.1652,0.17600000000000002,0.145,0.157,22195668.77,136784709.0,173
1584576000,3/19/2020,XRP/USD,0.1482,0.1734,0.1447,0.1652,20772146.73,130234229.0,174
1584489600,3/18/2020,XRP/USD,0.1477,0.1498,0.1403,0.1482,9625653.64,66258008.0,175
1584403200,3/17/2020,XRP/USD,0.1414,0.1527,0.1399,0.1477,13560882.01,91917517.0,176
1584316800,3/16/2020,XRP/USD,0.1528,0.1529,0.127,0.1414,22368068.34,159555288.0,177
1584230400,3/15/2020,XRP/USD,0.1456,0.1654,0.1438,0.1528,11363145.56,74461207.0,178
1584144000,3/14/2020,XRP/USD,0.1605,0.1619,0.1431,0.1456,10115784.46,66156500.0,179
1584057600,3/13/2020,XRP/USD,0.1388,0.1708,0.1105,0.1605,36072191.14,245257035.0,180
1583971200,3/12/2020,XRP/USD,0.2083,0.21,0.1287,0.1388,43157499.04,260665308.0,181
1583884800,3/11/2020,XRP/USD,0.2117,0.2138,0.1992,0.2083,8619677.69,41775392.0,182
1583798400,3/10/2020,XRP/USD,0.2095,0.2163,0.205,0.2117,9642371.94,45721750.0,183
1583712000,3/9/2020,XRP/USD,0.2038,0.2117,0.198,0.2095,15952845.11,77694899.0,184
1583625600,3/8/2020,XRP/USD,0.2368,0.2368,0.2007,0.2038,16789403.22,77655523.0,185
1583539200,3/7/2020,XRP/USD,0.2454,0.2458,0.2349,0.2368,6051118.12,25123773.0,186
1583452800,3/6/2020,XRP/USD,0.2395,0.2465,0.2384,0.2454,7637179.86,31482851.0,187
1583366400,3/5/2020,XRP/USD,0.2348,0.2435,0.2346,0.2395,9790789.78,40881035.0,188
1583280000,3/4/2020,XRP/USD,0.2342,0.2384,0.23,0.2348,7485738.46,32017274.0,189
1583193600,3/3/2020,XRP/USD,0.2398,0.2398,0.2295,0.2342,7171329.04,30559801.0,190
1583107200,3/2/2020,XRP/USD,0.2269,0.2416,0.2256,0.2398,9349004.4,39671578.0,191
1583020800,3/1/2020,XRP/USD,0.2288,0.2362,0.2238,0.2269,10761477.19,46894240.0,192
1582934400,2/29/2020,XRP/USD,0.237,0.2427,0.2285,0.2288,7331275.46,31074391.0,193
1582848000,2/28/2020,XRP/USD,0.2384,0.244,0.2281,0.237,11670406.92,49459932.0,194
1582761600,2/27/2020,XRP/USD,0.22899999999999998,0.248,0.2228,0.2384,17185422.27,72385720.0,195
1582675200,2/26/2020,XRP/USD,0.2519,0.255,0.2221,0.22899999999999998,25084029.37,106379133.0,196
1582588800,2/25/2020,XRP/USD,0.2706,0.2711,0.2504,0.2519,14527435.09,56125108.0,197
1582502400,2/24/2020,XRP/USD,0.2839,0.2851,0.2636,0.2706,11634433.01,42782641.0,198
1582416000,2/23/2020,XRP/USD,0.2752,0.2855,0.2751,0.2839,7951316.51,28263297.0,199
1582329600,2/22/2020,XRP/USD,0.2749,0.2789,0.2704,0.2752,6686036.92,24394448.0,200
1582243200,2/21/2020,XRP/USD,0.2713,0.2798,0.2682,0.2749,11100945.58,40411459.0,201
1582156800,2/20/2020,XRP/USD,0.2746,0.2819,0.26,0.2713,18408673.94,67803883.0,202
1582070400,2/19/2020,XRP/USD,0.299,0.3092,0.268,0.2746,19576383.58,67253033.0,203
1581984000,2/18/2020,XRP/USD,0.2875,0.3034,0.2756,0.299,18515441.88,63380718.0,204
1581897600,2/17/2020,XRP/USD,0.293,0.2953,0.26899999999999996,0.2875,21313058.26,76047913.0,205
1581811200,2/16/2020,XRP/USD,0.3074,0.3193,0.2651,0.293,29183640.88,98826825.0,206
1581724800,2/15/2020,XRP/USD,0.3369,0.3478,0.2936,0.3074,34751649.94,108169044.0,207
1581638400,2/14/2020,XRP/USD,0.3274,0.34,0.3107,0.3369,29546988.47,89715705.0,208
1581552000,2/13/2020,XRP/USD,0.3051,0.34,0.3,0.3274,55566717.12,171498468.0,209
1581465600,2/12/2020,XRP/USD,0.2824,0.31,0.2821,0.3051,30349979.68,102179510.0,210
1581379200,2/11/2020,XRP/USD,0.2735,0.2845,0.267,0.2824,14803143.26,53655350.0,211
1581292800,2/10/2020,XRP/USD,0.28300000000000003,0.2837,0.2674,0.2735,11084174.04,40324143.0,212
1581206400,2/9/2020,XRP/USD,0.2778,0.2898,0.2761,0.28300000000000003,12069907.96,42826372.0,213
1581120000,2/8/2020,XRP/USD,0.2795,0.2819,0.2632,0.2778,14061956.36,51128884.0,214
1581033600,2/7/2020,XRP/USD,0.28300000000000003,0.2884,0.2773,0.2795,12386796.51,44038641.0,215
1580947200,2/6/2020,XRP/USD,0.278,0.28800000000000003,0.2692,0.28300000000000003,18852537.25,67318388.0,216
1580860800,2/5/2020,XRP/USD,0.266,0.2817,0.266,0.278,26427398.69,95911920.0,217
1580774400,2/4/2020,XRP/USD,0.2544,0.27,0.2472,0.266,19383503.37,74336927.0,218
1580688000,2/3/2020,XRP/USD,0.2505,0.26,0.2467,0.2544,10831744.97,43078407.0,219
1580601600,2/2/2020,XRP/USD,0.2413,0.2619,0.2354,0.2505,13907726.46,55285749.0,220
1580515200,2/1/2020,XRP/USD,0.2393,0.2428,0.2367,0.2413,6462372.96,26868128.0,221
1580428800,1/31/2020,XRP/USD,0.2435,0.245,0.233,0.2393,7102798.83,29731333.0,222
1580342400,1/30/2020,XRP/USD,0.2351,0.2468,0.23,0.2435,9612234.45,40316799.0,223
1580256000,1/29/2020,XRP/USD,0.2399,0.2418,0.2337,0.2351,7658456.1,32230283.0,224
1580169600,1/28/2020,XRP/USD,0.2304,0.2411,0.2304,0.2399,7564262.32,32168738.0,225
1580083200,1/27/2020,XRP/USD,0.2308,0.2335,0.2259,0.2304,5570276.62,24155708.0,226
1579996800,1/26/2020,XRP/USD,0.2191,0.2319,0.2177,0.2308,3962267.48,17681285.0,227
1579910400,1/25/2020,XRP/USD,0.2221,0.2223,0.21600000000000003,0.2191,3485845.32,15916670.0,228
1579824000,1/24/2020,XRP/USD,0.2254,0.2258,0.213,0.2221,8507456.05,38498223.0,229
1579737600,1/23/2020,XRP/USD,0.2368,0.2368,0.2204,0.2254,7517711.61,33153482.0,230
1579651200,1/22/2020,XRP/USD,0.2369,0.2395,0.2319,0.2368,4535425.78,19256773.0,231
1579564800,1/21/2020,XRP/USD,0.2328,0.2416,0.2294,0.2369,7327981.81,31071525.0,232
1579478400,1/20/2020,XRP/USD,0.2356,0.2363,0.2235,0.2328,7603525.98,32848901.0,233
1579392000,1/19/2020,XRP/USD,0.2433,0.2517,0.2268,0.2356,10748849.82,44927222.0,234
1579305600,1/18/2020,XRP/USD,0.2386,0.2559,0.2314,0.2433,13322504.52,54987140.0,235
1579219200,1/17/2020,XRP/USD,0.2287,0.2442,0.2264,0.2386,14922325.53,63242169.0,236
1579132800,1/16/2020,XRP/USD,0.2335,0.2348,0.2211,0.2287,10500899.83,46237207.0,237
1579046400,1/15/2020,XRP/USD,0.235,0.2437,0.226,0.2335,14153809.04,60146303.0,238
1578960000,1/14/2020,XRP/USD,0.2116,0.2462,0.2115,0.235,20482950.99,89271488.0,239
1578873600,1/13/2020,XRP/USD,0.2154,0.2158,0.2096,0.2116,4084093.34,19287862.0,240
1578787200,1/12/2020,XRP/USD,0.2119,0.217,0.21,0.2154,3932615.83,18393811.0,241
1578700800,1/11/2020,XRP/USD,0.213,0.2199,0.2084,0.2119,6622028.91,30920815.0,242
1578614400,1/10/2020,XRP/USD,0.2036,0.213,0.2,0.213,6995284.89,33912788.0,243
1578528000,1/9/2020,XRP/USD,0.2073,0.2087,0.201,0.2036,5579803.57,27319450.0,244
1578441600,1/8/2020,XRP/USD,0.2137,0.2187,0.2028,0.2073,9389308.84,44590795.0,245
1578355200,1/7/2020,XRP/USD,0.2234,0.2257,0.207,0.2137,10120498.18,47044434.0,246
1578268800,1/6/2020,XRP/USD,0.1946,0.22399999999999998,0.1942,0.2234,12242205.95,57409724.0,247
1578182400,1/5/2020,XRP/USD,0.193,0.1974,0.1929,0.1946,2495095.58,12784939.0,248
1578096000,1/4/2020,XRP/USD,0.1931,0.1936,0.191,0.193,1874727.92,9747988.0,249
1578009600,1/3/2020,XRP/USD,0.1872,0.1938,0.1842,0.1931,4921521.1,25773976.0,250
1577923200,1/2/2020,XRP/USD,0.1925,0.1925,0.1846,0.1872,3511204.36,18626855.0,251
1577836800,1/1/2020,XRP/USD,0.1923,0.1949,0.1908,0.1925,2388184.27,12350446.0,252
1577750400,12/31/2019,XRP/USD,0.1926,0.1937,0.1892,0.1923,3799619.13,19864426.0,253
1577664000,12/30/2019,XRP/USD,0.1964,0.1975,0.1913,0.1926,2741393.75,14161611.0,254
1577577600,12/29/2019,XRP/USD,0.193,0.1984,0.1907,0.1964,3060118.6,15702783.0,255
1577491200,12/28/2019,XRP/USD,0.1904,0.1945,0.1898,0.193,3670405.38,19040435.0,256
1577404800,12/27/2019,XRP/USD,0.18899999999999997,0.1905,0.1844,0.1904,2858766.45,15173070.0,257
1577318400,12/26/2019,XRP/USD,0.1886,0.19399999999999998,0.1869,0.18899999999999997,3546742.1,18690795.0,258
1577232000,12/25/2019,XRP/USD,0.1907,0.1912,0.1861,0.1886,2530586.14,13437714.0,259
1577145600,12/24/2019,XRP/USD,0.1896,0.1938,0.1867,0.1907,4228670.04,22215436.0,260
1577059200,12/23/2019,XRP/USD,0.1969,0.19899999999999998,0.188,0.1896,6037081.88,31003393.0,261
