unix,date,symbol,open,high,low,close,Volume XRP,Volume USD,Index
1554249600,4/3/2019,XRP/USD,0.355,0.3882,0.3155,0.3437,13562832.61,37668672.0,525
1554163200,4/2/2019,XRP/USD,0.3122,0.3628,0.311,0.355,7938856.06,23538664.0,526
1554076800,4/1/2019,XRP/USD,0.3087,0.3141,0.307,0.3122,1723102.89,5534661.0,527
1553990400,3/31/2019,XRP/USD,0.3105,0.311,0.307,0.3087,928787.23,3006778.0,528
1553904000,3/30/2019,XRP/USD,0.3073,0.3175,0.3065,0.3105,2103884.3,6746821.0,529
1553817600,3/29/2019,XRP/USD,0.3049,0.3092,0.3034,0.3073,2127064.93,6940110.0,530
1553731200,3/28/2019,XRP/USD,0.3091,0.3094,0.3031,0.3049,1277284.43,4176810.0,531
1553644800,3/27/2019,XRP/USD,0.3013,0.311,0.2985,0.3091,1858672.83,6074377.0,532
1553558400,3/26/2019,XRP/USD,0.3012,0.3017,0.2921,0.3013,1332779.16,4475733.0,533
1553472000,3/25/2019,XRP/USD,0.3062,0.3064,0.298,0.3012,1620550.26,5361898.0,534
1553385600,3/24/2019,XRP/USD,0.3102,0.3102,0.3033,0.3062,995686.02,3244213.0,535
1553299200,3/23/2019,XRP/USD,0.3099,0.3115,0.308,0.3102,849747.71,2745056.0,536
1553212800,3/22/2019,XRP/USD,0.3093,0.312,0.3056,0.3099,1625532.9,5255806.0,537
1553126400,3/21/2019,XRP/USD,0.317,0.3184,0.3021,0.3093,1841786.56,5917118.0,538
1553040000,3/20/2019,XRP/USD,0.3149,0.32,0.3039,0.317,2103227.69,6692423.0,539
1552953600,3/19/2019,XRP/USD,0.3135,0.3159,0.311,0.3149,1632902.13,5212978.0,540
1552867200,3/18/2019,XRP/USD,0.314,0.3188,0.3108,0.3135,1919246.65,6114787.0,541
1552780800,3/17/2019,XRP/USD,0.318,0.318,0.3104,0.314,1232302.02,3915931.0,542
1552694400,3/16/2019,XRP/USD,0.3133,0.3216,0.313,0.318,2258558.44,7114468.0,543
1552608000,3/15/2019,XRP/USD,0.3096,0.3149,0.3083,0.3133,1786265.98,5725005.0,544
1552521600,3/14/2019,XRP/USD,0.3128,0.3148,0.3006,0.3096,1527616.88,4931748.0,545
1552435200,3/13/2019,XRP/USD,0.3084,0.33899999999999997,0.306,0.3128,2442186.69,7775093.0,546
1552348800,3/12/2019,XRP/USD,0.3086,0.3099,0.3042,0.3084,1721121.51,5593341.0,547
1552262400,3/11/2019,XRP/USD,0.3115,0.3124,0.3057,0.3086,1524570.96,4931912.0,548
1552176000,3/10/2019,XRP/USD,0.312,0.3155,0.3074,0.3115,1219941.77,3915201.0,549
1552089600,3/9/2019,XRP/USD,0.3067,0.3173,0.3055,0.312,1922455.1,6171296.0,550
1552003200,3/8/2019,XRP/USD,0.3116,0.3141,0.303,0.3067,1705509.2,5503794.0,551
1551916800,3/7/2019,XRP/USD,0.3156,0.3185,0.3111,0.3116,2044969.12,6503513.0,552
1551830400,3/6/2019,XRP/USD,0.3141,0.32,0.3088,0.3156,1976879.56,6301821.0,553
1551744000,3/5/2019,XRP/USD,0.3013,0.3175,0.3,0.3141,2204186.11,7113344.0,554
1551657600,3/4/2019,XRP/USD,0.3095,0.3108,0.297,0.3013,2138310.27,7059137.0,555
1551571200,3/3/2019,XRP/USD,0.3133,0.3154,0.3077,0.3095,1567835.79,5034294.0,556
1551484800,3/2/2019,XRP/USD,0.3151,0.3175,0.3094,0.3133,2321053.43,7398754.0,557
1551398400,3/1/2019,XRP/USD,0.3142,0.32799999999999996,0.3102,0.3151,8838010.88,27761880.0,558
1551312000,2/28/2019,XRP/USD,0.3093,0.3208,0.3055,0.3142,3152852.06,10070605.0,559
1551225600,2/27/2019,XRP/USD,0.3115,0.3173,0.299,0.3093,944882.28,3044178.0,560
